userID,itemID,rating,SIDO,GENDER_encoded,AGE_GRP_encoded,MARR_STTS_encoded,INCOME,TRAVEL_NUM,TRAVEL_TERM_encoded,region_1,region_2,region_3,TRAVEL_STYL_1_encoded,TRAVEL_STYL_2_encoded,TRAVEL_STYL_3_encoded,TRAVEL_STYL_4_encoded,TRAVEL_STYL_5_encoded,TRAVEL_STYL_6_encoded,TRAVEL_STYL_7_encoded,TRAVEL_STYL_8_encoded
e000016,롯데몰 김포공항점,4.0,서울,1,1,0.0,4,1,0.0,11_11500,41_41280,45_45110,1,1,1,1,1,1,1,1
e000020,아침고요 수목원,5.0,경기,0,2,0.0,7,10,0.0,42_42230,48_48310,46_46130,1,1,1,1,1,1,1,1
e000022,허브아일랜드,4.0,경기,1,2,0.0,7,1,0.0,42_42210,44_44825,41_41280,1,1,1,1,1,1,1,1
e000022,소요산,4.0,경기,1,2,0.0,7,1,0.0,42_42210,44_44825,41_41280,1,1,1,1,1,1,1,1
e000023,서울 시티투어버스,3.0,서울,1,4,0.0,4,20,0.0,46_46710,26_26350,50_50130,1,1,1,1,1,1,1,1
e000023,광화문광장,5.0,서울,1,4,0.0,4,20,0.0,46_46710,26_26350,50_50130,1,1,1,1,1,1,1,1
e000023,경복궁,5.0,서울,1,4,0.0,4,20,0.0,46_46710,26_26350,50_50130,1,1,1,1,1,1,1,1
e000039,에버랜드 매표소,5.0,경기,1,2,0.0,2,1,0.0,41_41480,42_42210,28_28710,1,1,1,1,1,1,1,1
e000039,에버랜드 사파리월드,5.0,경기,1,2,0.0,2,1,0.0,41_41480,42_42210,28_28710,1,1,1,1,1,1,1,1
e000039,에버랜드 T 익스프레스,5.0,경기,1,2,0.0,2,1,0.0,41_41480,42_42210,28_28710,1,1,1,1,1,1,1,1
e000040,서울로 717,3.6666666666666665,서울,1,1,0.0,5,6,0.0,50_50110,50_50130,11_11440,1,1,1,1,1,1,1,1
e000040,숭례문,3.6666666666666665,서울,1,1,0.0,5,6,0.0,50_50110,50_50130,11_11440,1,1,1,1,1,1,1,1
e000041,화성 융릉과 건릉,4.0,경기,1,4,0.0,11,1,0.0,42_42150,46_46130,50_50130,1,1,1,1,1,1,1,1
e000042,수기 해변,4.0,인천,0,0,0.0,4,11,0.0,50_50110,42_42150,41_41830,1,1,1,1,1,1,1,1
e000045,마장호수,5.0,경기,0,4,0.0,2,2,0.0,42_42210,43_43130,41_41570,1,1,1,1,1,1,1,1
e000046,푸른 솔 GC 포천,5.0,경기,1,4,0.0,4,2,0.0,41_41820,42_42150,43_43130,1,1,1,1,1,1,1,1
e000293,예스24 스테이지,4.333333333333333,서울,0,1,0.0,3,2,0.0,11_11110,50_50130,50_50110,1,1,1,1,1,1,1,1
e000294,에버랜드,5.0,경기,0,0,0.0,3,3,0.0,26_26230,45_45130,47_47130,1,1,1,1,1,1,1,1
e000296,서울 장미축제,4.0,서울,0,1,0.0,5,8,0.0,11_11440,48_48120,42_42150,1,1,1,1,1,1,1,1
e000299,서울시립미술관 서소문 본관,3.6666666666666665,서울,0,3,0.0,3,4,0.0,50_50110,11_11140,46_46130,1,1,1,1,1,1,1,1
e000299,덕수궁 중명전,4.666666666666667,서울,0,3,0.0,3,4,0.0,50_50110,11_11140,46_46130,1,1,1,1,1,1,1,1
e000299,덕수궁,5.0,서울,0,3,0.0,3,4,0.0,50_50110,11_11140,46_46130,1,1,1,1,1,1,1,1
e000302,롯데월드,5.0,서울,0,0,0.0,4,5,0.0,50_50130,11_11680,26_26110,1,1,1,1,1,1,1,1
e000302,도산 근린공원,4.0,서울,0,0,0.0,4,5,0.0,50_50130,11_11680,26_26110,1,1,1,1,1,1,1,1
e000302,서울숲 카페거리,5.0,서울,0,0,0.0,4,5,0.0,50_50130,11_11680,26_26110,1,1,1,1,1,1,1,1
e000302,서울숲,4.0,서울,0,0,0.0,4,5,0.0,50_50130,11_11680,26_26110,1,1,1,1,1,1,1,1
e000307,연천 전곡리 선사유적지,2.3333333333333335,경기,1,1,0.0,4,1,0.0,42_42150,50_50110,26_26350,1,1,1,1,1,1,1,1
e000307,재인폭포,5.0,경기,1,1,0.0,4,1,0.0,42_42150,50_50110,26_26350,1,1,1,1,1,1,1,1
e000307,좌상 바위,5.0,경기,1,1,0.0,4,1,0.0,42_42150,50_50110,26_26350,1,1,1,1,1,1,1,1
e000311,구읍뱃터,3.0,인천,1,1,0.0,5,2,0.0,41_41270,28_28177,42_42110,1,1,1,1,1,1,1,1
e000317,CGV 영등포,4.333333333333333,서울,1,1,0.0,4,1,0.0,29_29155,47_47190,29_29110,1,1,1,1,1,1,1,1
e000317,타임스퀘어,3.3333333333333335,서울,1,1,0.0,4,1,0.0,29_29155,47_47190,29_29110,1,1,1,1,1,1,1,1
e000317,롯데백화점 영등포점,3.3333333333333335,서울,1,1,0.0,4,1,0.0,29_29155,47_47190,29_29110,1,1,1,1,1,1,1,1
e000319,미리내공원,3.3333333333333335,경기,0,3,0.0,3,10,0.0,11_11620,11_11530,11_11440,1,1,1,1,1,1,1,1
e000319,롯데백화점 중동점,3.3333333333333335,경기,0,3,0.0,3,10,0.0,11_11620,11_11530,11_11440,1,1,1,1,1,1,1,1
e000319,부천중앙공원,3.3333333333333335,경기,0,3,0.0,3,10,0.0,11_11620,11_11530,11_11440,1,1,1,1,1,1,1,1
e000319,뉴코아 아울렛 부천점,4.333333333333333,경기,0,3,0.0,3,10,0.0,11_11620,11_11530,11_11440,1,1,1,1,1,1,1,1
e000322,관악산 산림욕장,3.3333333333333335,경기,1,4,0.0,5,1,0.0,26_26320,11_11350,50_50110,1,1,1,1,1,1,1,1
e000322,엔터식스 안양역점,3.3333333333333335,경기,1,4,0.0,5,1,0.0,26_26320,11_11350,50_50110,1,1,1,1,1,1,1,1
e000322,한 아름공원,4.0,경기,1,4,0.0,5,1,0.0,26_26320,11_11350,50_50110,1,1,1,1,1,1,1,1
e000322,미리내공원,3.3333333333333335,경기,1,4,0.0,5,1,0.0,26_26320,11_11350,50_50110,1,1,1,1,1,1,1,1
e000323,화성행궁,4.333333333333333,경기,0,0,0.0,3,2,0.0,46_46110,26_26350,44_44130,1,1,1,1,1,1,1,1
e000323,장안문,5.0,경기,0,0,0.0,3,2,0.0,46_46110,26_26350,44_44130,1,1,1,1,1,1,1,1
e000323,효원공원,4.666666666666667,경기,0,0,0.0,3,2,0.0,46_46110,26_26350,44_44130,1,1,1,1,1,1,1,1
e000323,효원공원 월화원,5.0,경기,0,0,0.0,3,2,0.0,46_46110,26_26350,44_44130,1,1,1,1,1,1,1,1
e000329,프로방스 마을,4.333333333333333,경기,0,0,0.0,4,3,0.0,50_50130,41_41480,26_26110,1,1,1,1,1,1,1,1
e000329,파주 프리미엄 아울렛,5.0,경기,0,0,0.0,4,3,0.0,50_50130,41_41480,26_26110,1,1,1,1,1,1,1,1
e000331,CGV 용산 아이파크몰,4.0,서울,0,1,0.0,5,1,0.0,50_50130,26_26710,11_11710,1,1,1,1,1,1,1,1
e000331,롯데월드,4.333333333333333,서울,0,1,0.0,5,1,0.0,50_50130,26_26710,11_11710,1,1,1,1,1,1,1,1
e000334,니지 모리 스튜디오,5.0,경기,0,0,0.0,4,1,0.0,41_41280,11_11440,47_47130,1,1,1,1,1,1,1,1
e000336,63스퀘어,5.0,서울,0,1,0.0,5,2,0.0,42_42170,42_42150,41_41360,1,1,1,1,1,1,1,1
e000336,더 현대 서울,5.0,서울,0,1,0.0,5,2,0.0,42_42170,42_42150,41_41360,1,1,1,1,1,1,1,1
e000336,서울랜드,5.0,경기,0,1,0.0,5,2,0.0,42_42170,42_42150,41_41360,1,1,1,1,1,1,1,1
e000338,리움미술관,4.666666666666667,서울,0,2,0.0,3,1,0.0,42_42210,42_42830,50_50130,1,1,1,1,1,1,1,1
e000338,국립중앙박물관,5.0,서울,0,2,0.0,3,1,0.0,42_42210,42_42830,50_50130,1,1,1,1,1,1,1,1
e000342,소래포구,5.0,인천,1,4,0.0,5,1,0.0,50_50110,26_26350,11_11440,1,1,1,1,1,1,1,1
e000342,송도센트럴파크,5.0,인천,1,4,0.0,5,1,0.0,50_50110,26_26350,11_11440,1,1,1,1,1,1,1,1
e000344,롯데월드타워,4.0,서울,1,1,0.0,5,2,0.0,11_11710,41_41460,30_30200,1,1,1,1,1,1,1,1
e000344,롯데월드,4.0,서울,1,1,0.0,5,2,0.0,11_11710,41_41460,30_30200,1,1,1,1,1,1,1,1
e000344,올림픽공원,4.0,서울,1,1,0.0,5,2,0.0,11_11710,41_41460,30_30200,1,1,1,1,1,1,1,1
e000345,반포 한강공원,4.333333333333333,서울,1,1,0.0,1,7,0.0,11_11440,50_50130,26_26350,1,1,1,1,1,1,1,1
e000345,올림픽공원 SK 핸드볼경기장,5.0,서울,1,1,0.0,1,7,0.0,11_11440,50_50130,26_26350,1,1,1,1,1,1,1,1
e000346,하나개해수욕장,3.3333333333333335,인천,1,4,0.0,6,1,0.0,26_26200,28_28710,11_11440,1,1,1,1,1,1,1,1
e000347,현대 프리미엄 아울렛 김포점,4.333333333333333,경기,1,2,0.0,5,2,0.0,41_41570,31_31170,50_50130,1,1,1,1,1,1,1,1
e000350,부천 자연 생태공원,3.0,경기,0,1,0.0,1,2,0.0,28_28200,41_41190,41_41390,1,1,1,1,1,1,1,1
e000350,뉴코아 아울렛 부천점,3.0,경기,0,1,0.0,1,2,0.0,28_28200,41_41190,41_41390,1,1,1,1,1,1,1,1
e000353,임진각 평화누리,3.6666666666666665,경기,0,2,0.0,2,2,0.0,26_26350,50_50130,42_42150,1,1,1,1,1,1,1,1
e000353,헤이리 예술마을,4.0,경기,0,2,0.0,2,2,0.0,26_26350,50_50130,42_42150,1,1,1,1,1,1,1,1
e000353,파주 프리미엄 아울렛,3.3333333333333335,경기,0,2,0.0,2,2,0.0,26_26350,50_50130,42_42150,1,1,1,1,1,1,1,1
e000357,롯데백화점 영등포점,4.333333333333333,서울,0,1,0.0,5,2,0.0,41_41250,50_50130,11_11680,1,1,1,1,1,1,1,1
e000362,오이도,4.0,경기,0,2,0.0,5,5,0.0,50_50130,11_11440,42_42210,1,1,1,1,1,1,1,1
e000362,대부바다 향기테마파크,2.0,경기,0,2,0.0,5,5,0.0,50_50130,11_11440,42_42210,1,1,1,1,1,1,1,1
e000364,광교역사 공원,3.3333333333333335,경기,0,1,0.0,4,4,0.0,47_47130,50_50130,45_45110,1,1,1,1,1,1,1,1
e000364,행리단길,2.3333333333333335,경기,0,1,0.0,4,4,0.0,47_47130,50_50130,45_45110,1,1,1,1,1,1,1,1
e000364,화성행궁,3.6666666666666665,경기,0,1,0.0,4,4,0.0,47_47130,50_50130,45_45110,1,1,1,1,1,1,1,1
e000364,광교호수공원,2.6666666666666665,경기,0,1,0.0,4,4,0.0,47_47130,50_50130,45_45110,1,1,1,1,1,1,1,1
e000366,현대 프리미엄 아울렛 김포점,4.0,경기,0,2,0.0,3,2,0.0,50_50110,41_41570,26_26710,1,1,1,1,1,1,1,1
e000366,현대 프리미엄 아울렛 김포점,4.0,경기,0,2,0.0,3,2,0.0,50_50110,41_41570,26_26710,1,1,1,1,1,1,1,1
e000369,경복궁,4.333333333333333,서울,0,1,0.0,4,2,0.0,42_42150,46_46130,50_50130,1,1,1,1,1,1,1,1
e000369,열린 송현 녹지 광장,3.3333333333333335,서울,0,1,0.0,4,2,0.0,42_42150,46_46130,50_50130,1,1,1,1,1,1,1,1
e000369,쌈지길,3.6666666666666665,서울,0,1,0.0,4,2,0.0,42_42150,46_46130,50_50130,1,1,1,1,1,1,1,1
e000369,석파정,5.0,서울,0,1,0.0,4,2,0.0,42_42150,46_46130,50_50130,1,1,1,1,1,1,1,1
e000371,헤이리 예술마을,5.0,경기,0,1,0.0,8,2,0.0,41_41360,11_11545,46_46730,1,1,1,1,1,1,1,1
e000371,콩치노 콘크리트,5.0,경기,0,1,0.0,8,2,0.0,41_41360,11_11545,46_46730,1,1,1,1,1,1,1,1
e000373,프로방스 마을,5.0,경기,0,4,0.0,1,6,0.0,42_42210,41_41480,50_50130,1,1,1,1,1,1,1,1
e000375,실학박물관,4.333333333333333,경기,0,2,0.0,4,1,0.0,41_41360,41_41820,45_45140,1,1,1,1,1,1,1,1
e000375,쉬자 파크,5.0,경기,0,2,0.0,4,1,0.0,41_41360,41_41820,45_45140,1,1,1,1,1,1,1,1
e000376,화성행궁 광장,4.333333333333333,경기,0,3,0.0,1,1,0.0,42_42210,42_42760,41_41110,1,1,1,1,1,1,1,1
e000376,화성행궁,3.0,경기,0,3,0.0,1,1,0.0,42_42210,42_42760,41_41110,1,1,1,1,1,1,1,1
e000379,파주출판 단지 근린공원,3.3333333333333335,경기,1,2,0.0,7,4,0.0,50_50130,26_26380,31_31140,1,1,1,1,1,1,1,1
e000379,롯데 프리미엄 아울렛 파주점,4.0,경기,1,2,0.0,7,4,0.0,50_50130,26_26380,31_31140,1,1,1,1,1,1,1,1
e000384,대한불교조계종 신륵사,5.0,경기,0,1,0.0,8,2,0.0,41_41550,44_44825,41_41610,1,1,1,1,1,1,1,1
e000385,동막해수욕장,3.3333333333333335,인천,1,1,0.0,4,4,0.0,42_42150,28_28710,42_42230,1,1,1,1,1,1,1,1
e000395,월미공원,4.333333333333333,인천,0,2,0.0,4,1,0.0,41_41390,42_42760,50_50110,1,1,1,1,1,1,1,1
e000395,인천 차이나타운,3.3333333333333335,인천,0,2,0.0,4,1,0.0,41_41390,42_42760,50_50110,1,1,1,1,1,1,1,1
e000403,이함 캠퍼스,4.666666666666667,경기,0,2,0.0,4,3,0.0,42_42210,47_47940,26_26350,1,1,1,1,1,1,1,1
e000403,양평 물 맑은 시장,3.0,경기,0,2,0.0,4,3,0.0,42_42210,47_47940,26_26350,1,1,1,1,1,1,1,1
e000406,재인폭포,4.333333333333333,경기,0,4,0.0,2,1,0.0,50_50130,44_44825,42_42230,1,1,1,1,1,1,1,1
e000406,전곡선사 박물관,3.3333333333333335,경기,0,4,0.0,2,1,0.0,50_50130,44_44825,42_42230,1,1,1,1,1,1,1,1
e000406,놀자 숲,3.6666666666666665,경기,0,4,0.0,2,1,0.0,50_50130,44_44825,42_42230,1,1,1,1,1,1,1,1
e000407,제부도 해안산책로,4.0,경기,0,3,0.0,4,2,0.0,42_42150,41_41590,47_47280,1,1,1,1,1,1,1,1
e000409,평택시 농업 생태원,4.0,경기,0,4,0.0,2,1,0.0,50_50130,46_46150,42_42150,1,1,1,1,1,1,1,1
e000412,수원 화성,5.0,경기,0,0,0.0,1,3,0.0,50_50110,26_26500,42_42210,1,1,1,1,1,1,1,1
e000412,수원 화성,5.0,경기,0,0,0.0,1,3,0.0,50_50110,26_26500,42_42210,1,1,1,1,1,1,1,1
e000418,한탄강 생태경관 단지,3.0,경기,0,2,0.0,5,1,0.0,43_43150,41_41650,50_50130,1,1,1,1,1,1,1,1
e000418,전곡선사 박물관,4.0,경기,0,2,0.0,5,1,0.0,43_43150,41_41650,50_50130,1,1,1,1,1,1,1,1
e000422,남대문시장,3.3333333333333335,서울,0,2,0.0,1,3,0.0,11_11140,30_30200,44_44150,1,1,1,1,1,1,1,1
e000422,국립고궁박물관,5.0,서울,0,2,0.0,1,3,0.0,11_11140,30_30200,44_44150,1,1,1,1,1,1,1,1
e000422,대한민국역사박물관,5.0,서울,0,2,0.0,1,3,0.0,11_11140,30_30200,44_44150,1,1,1,1,1,1,1,1
e000422,교보문고 광화문점,5.0,서울,0,2,0.0,1,3,0.0,11_11140,30_30200,44_44150,1,1,1,1,1,1,1,1
e000422,명동거리,5.0,서울,0,2,0.0,1,3,0.0,11_11140,30_30200,44_44150,1,1,1,1,1,1,1,1
e000422,국립중앙박물관,5.0,서울,0,2,0.0,1,3,0.0,11_11140,30_30200,44_44150,1,1,1,1,1,1,1,1
e000429,현대 프리미엄 아울렛 김포점,5.0,경기,0,2,0.0,4,1,0.0,50_50130,42_42210,42_42810,1,1,1,1,1,1,1,1
e000430,포레스트아웃팅스 송도점,5.0,인천,1,0,0.0,4,4,0.0,50_50130,26_26350,50_50110,1,1,1,1,1,1,1,1
e000430,마이랜드,3.6666666666666665,인천,1,0,0.0,4,4,0.0,50_50130,26_26350,50_50110,1,1,1,1,1,1,1,1
e000430,청라 호수 공원,4.333333333333333,인천,1,0,0.0,4,4,0.0,50_50130,26_26350,50_50110,1,1,1,1,1,1,1,1
e000430,청라 호수 공원,5.0,인천,1,0,0.0,4,4,0.0,50_50130,26_26350,50_50110,1,1,1,1,1,1,1,1
e000432,수원 KT위즈 파크,5.0,경기,0,0,0.0,4,2,0.0,41_41110,45_45110,50_50110,1,1,1,1,1,1,1,1
e000432,효원공원 월화원,4.0,경기,0,0,0.0,4,2,0.0,41_41110,45_45110,50_50110,1,1,1,1,1,1,1,1
e000432,행리단길,4.0,경기,0,0,0.0,4,2,0.0,41_41110,45_45110,50_50110,1,1,1,1,1,1,1,1
e000432,수원 화성,4.0,경기,0,0,0.0,4,2,0.0,41_41110,45_45110,50_50110,1,1,1,1,1,1,1,1
e000435,국립과천과학관,5.0,경기,0,2,0.0,4,5,0.0,41_41450,42_42210,41_41610,1,1,1,1,1,1,1,1
e000435,마이 알레 과천 빌리지 카페,5.0,경기,0,2,0.0,4,5,0.0,41_41450,42_42210,41_41610,1,1,1,1,1,1,1,1
e000438,전쟁기념관,4.666666666666667,서울,1,2,0.0,6,1,0.0,26_26170,27_27290,48_48310,1,1,1,1,1,1,1,1
e000438,안녕 인사동,5.0,서울,1,2,0.0,6,1,0.0,26_26170,27_27290,48_48310,1,1,1,1,1,1,1,1
e000438,인사동 문화의 거리,5.0,서울,1,2,0.0,6,1,0.0,26_26170,27_27290,48_48310,1,1,1,1,1,1,1,1
e000438,서대문형무소 역사관,5.0,서울,1,2,0.0,6,1,0.0,26_26170,27_27290,48_48310,1,1,1,1,1,1,1,1
e000438,서울숲,5.0,서울,1,2,0.0,6,1,0.0,26_26170,27_27290,48_48310,1,1,1,1,1,1,1,1
e000438,인사동 문화의 거리,5.0,서울,1,2,0.0,6,1,0.0,26_26170,27_27290,48_48310,1,1,1,1,1,1,1,1
e000438,조계사,5.0,서울,1,2,0.0,6,1,0.0,26_26170,27_27290,48_48310,1,1,1,1,1,1,1,1
e000438,광화문광장,5.0,서울,1,2,0.0,6,1,0.0,26_26170,27_27290,48_48310,1,1,1,1,1,1,1,1
e000438,탑골공원,5.0,서울,1,2,0.0,6,1,0.0,26_26170,27_27290,48_48310,1,1,1,1,1,1,1,1
e000438,인사동 문화의 거리,5.0,서울,1,2,0.0,6,1,0.0,26_26170,27_27290,48_48310,1,1,1,1,1,1,1,1
e000438,마로니에공원,5.0,서울,1,2,0.0,6,1,0.0,26_26170,27_27290,48_48310,1,1,1,1,1,1,1,1
e000445,현대 프리미엄 아울렛 스페이스원,4.333333333333333,경기,1,1,0.0,5,3,0.0,42_42210,26_26350,50_50130,1,1,1,1,1,1,1,1
e000447,송추계곡,3.0,경기,0,1,0.0,1,1,0.0,41_41280,41_41630,41_41480,1,1,1,1,1,1,1,1
e000448,인천도시 역사관,4.0,인천,1,1,0.0,5,4,0.0,50_50130,26_26380,41_41570,1,1,1,1,1,1,1,1
e000450,롯데월드타워,4.666666666666667,서울,0,0,0.0,4,2,0.0,11_11710,11_11560,41_41220,1,1,1,1,1,1,1,1
e000453,서울광장,5.0,서울,1,1,0.0,7,2,0.0,27_27260,47_47170,27_27110,1,1,1,1,1,1,1,1
e000453,청계천,4.666666666666667,서울,1,1,0.0,7,2,0.0,27_27260,47_47170,27_27110,1,1,1,1,1,1,1,1
e000453,경복궁,3.6666666666666665,서울,1,1,0.0,7,2,0.0,27_27260,47_47170,27_27110,1,1,1,1,1,1,1,1
e000453,경복궁,3.6666666666666665,서울,1,1,0.0,7,2,0.0,27_27260,47_47170,27_27110,1,1,1,1,1,1,1,1
e000453,광화문광장,5.0,서울,1,1,0.0,7,2,0.0,27_27260,47_47170,27_27110,1,1,1,1,1,1,1,1
e000453,동대문디자인플라자,5.0,서울,1,1,0.0,7,2,0.0,27_27260,47_47170,27_27110,1,1,1,1,1,1,1,1
e000453,동대문디자인플라자,5.0,서울,1,1,0.0,7,2,0.0,27_27260,47_47170,27_27110,1,1,1,1,1,1,1,1
e000453,교보문고 광화문점,5.0,서울,1,1,0.0,7,2,0.0,27_27260,47_47170,27_27110,1,1,1,1,1,1,1,1
e000453,롯데월드,3.0,서울,1,1,0.0,7,2,0.0,27_27260,47_47170,27_27110,1,1,1,1,1,1,1,1
e000453,덕수궁,5.0,서울,1,1,0.0,7,2,0.0,27_27260,47_47170,27_27110,1,1,1,1,1,1,1,1
e000453,한국은행 화폐박물관,5.0,서울,1,1,0.0,7,2,0.0,27_27260,47_47170,27_27110,1,1,1,1,1,1,1,1
e000453,덕수궁 돌담길,5.0,서울,1,1,0.0,7,2,0.0,27_27260,47_47170,27_27110,1,1,1,1,1,1,1,1
e000454,통일부 판문점 견학안내소,5.0,경기,0,1,0.0,6,1,0.0,41_41820,42_42830,41_41830,1,1,1,1,1,1,1,1
e000454,통일부 판문점 견학안내소,5.0,경기,0,1,0.0,6,1,0.0,41_41820,42_42830,41_41830,1,1,1,1,1,1,1,1
e000460,스타필드 코엑스몰,5.0,서울,0,2,0.0,4,1,0.0,26_26350,26_26500,42_42150,1,1,1,1,1,1,1,1
e000460,반포 한강공원,5.0,서울,0,2,0.0,4,1,0.0,26_26350,26_26500,42_42150,1,1,1,1,1,1,1,1
e000473,성수동 카페거리,5.0,서울,1,1,0.0,3,1,0.0,26_26350,47_47210,47_47130,1,1,1,1,1,1,1,1
e000473,뚝섬한강공원,5.0,서울,1,1,0.0,3,1,0.0,26_26350,47_47210,47_47130,1,1,1,1,1,1,1,1
e000473,서울숲,5.0,서울,1,1,0.0,3,1,0.0,26_26350,47_47210,47_47130,1,1,1,1,1,1,1,1
e000473,성수동 카페거리,5.0,서울,1,1,0.0,3,1,0.0,26_26350,47_47210,47_47130,1,1,1,1,1,1,1,1
e000473,롯데월드타워,5.0,서울,1,1,0.0,3,1,0.0,26_26350,47_47210,47_47130,1,1,1,1,1,1,1,1
e000473,석촌호수 산책길,5.0,서울,1,1,0.0,3,1,0.0,26_26350,47_47210,47_47130,1,1,1,1,1,1,1,1
e000474,현대 프리미엄 아울렛 김포점,5.0,경기,1,1,0.0,5,3,0.0,41_41190,26_26500,41_41590,1,1,1,1,1,1,1,1
e000477,양평 물 맑은 시장,4.0,경기,0,0,0.0,5,3,0.0,42_42760,41_41410,50_50110,1,1,1,1,1,1,1,1
e000477,세미원,3.6666666666666665,경기,0,0,0.0,5,3,0.0,42_42760,41_41410,50_50110,1,1,1,1,1,1,1,1
e000479,롯데시네마 성남중앙,5.0,경기,1,3,0.0,5,3,0.0,50_50110,42_42150,47_47770,1,1,1,1,1,1,1,1
e000481,롯데월드타워 롯데월드몰,3.6666666666666665,서울,0,0,0.0,3,1,0.0,11_11710,11_11680,11_11440,1,1,1,1,1,1,1,1
e000481,롯데월드 샤롯데씨어터,5.0,서울,0,0,0.0,3,1,0.0,11_11710,11_11680,11_11440,1,1,1,1,1,1,1,1
e000482,더 현대 서울,4.0,서울,1,1,0.0,5,3,0.0,42_42150,50_50130,11_11110,1,1,1,1,1,1,1,1
e000482,더 현대 서울,3.3333333333333335,서울,1,1,0.0,5,3,0.0,42_42150,50_50130,11_11110,1,1,1,1,1,1,1,1
e000482,여의도공원,5.0,서울,1,1,0.0,5,3,0.0,42_42150,50_50130,11_11110,1,1,1,1,1,1,1,1
e000486,매헌 시민의 숲,4.333333333333333,서울,1,0,0.0,6,3,0.0,26_26350,42_42150,41_41110,1,1,1,1,1,1,1,1
e000490,덕수궁,3.6666666666666665,서울,0,1,0.0,3,4,0.0,50_50110,42_42150,11_11680,1,1,1,1,1,1,1,1
e000490,서울시립미술관 서소문 본관,4.0,서울,0,1,0.0,3,4,0.0,50_50110,42_42150,11_11680,1,1,1,1,1,1,1,1
e000490,국립현대미술관 서울관,5.0,서울,0,1,0.0,3,4,0.0,50_50110,42_42150,11_11680,1,1,1,1,1,1,1,1
e000490,여의도 한강공원,3.3333333333333335,서울,0,1,0.0,3,4,0.0,50_50110,42_42150,11_11680,1,1,1,1,1,1,1,1
e000491,산정호수,5.0,경기,1,2,0.0,4,3,0.0,41_41650,42_42210,42_42110,1,1,1,1,1,1,1,1
e000491,돌담 병원,3.3333333333333335,경기,1,2,0.0,4,3,0.0,41_41650,42_42210,42_42110,1,1,1,1,1,1,1,1
e000496,송도센트럴파크,5.0,인천,1,0,0.0,4,2,0.0,42_42150,50_50110,50_50130,1,1,1,1,1,1,1,1
e000496,트리플 스트리트,5.0,인천,1,0,0.0,4,2,0.0,42_42150,50_50110,50_50130,1,1,1,1,1,1,1,1
